Date,AQI
2018-08-07,77.0
2018-08-08,66.0
2018-08-09,70.0
2018-08-10,73.0
2018-08-11,68.0
2018-08-12,68.0
2018-08-13,68.0
2018-08-14,68.0
2018-08-15,63.0
2018-08-16,67.0
2018-08-17,72.0
2018-08-18,66.0
2018-08-19,76.0
2018-08-20,63.0
2018-08-21,65.0
2018-08-22,76.0
2018-08-23,69.0
2018-08-24,70.0
2018-08-25,71.0
2018-08-26,59.0
2018-08-27,57.0
2018-08-28,61.0
2018-08-29,63.0
2018-08-30,74.0
2018-08-31,78.0
2018-09-01,65.0
2018-09-02,66.0
2018-09-03,71.0
2018-09-04,81.0
2018-09-05,86.0
2018-09-06,59.0
2018-09-07,58.0
2018-09-08,67.0
2018-09-09,63.0
2018-09-10,66.0
2018-09-11,74.0
2018-09-12,83.0
2018-09-13,89.0
2018-09-14,98.0
2018-09-15,106.0
2018-09-16,114.0
2018-09-17,105.0
2018-09-18,113.0
2018-09-19,110.0
2018-09-20,80.0
2018-09-21,57.0
2018-09-22,63.0
2018-09-23,67.0
2018-09-24,60.0
2018-09-25,75.0
2018-09-26,91.0
2018-09-27,99.0
2018-09-28,102.0
2018-09-29,103.0
2018-09-30,121.0
2018-10-01,143.0
2018-10-02,118.0
2018-10-03,105.0
2018-10-04,145.0
2018-10-05,188.0
2018-10-06,220.0
2018-10-07,250.0
2018-10-08,237.0
2018-10-09,149.0
2018-10-10,83.0
2018-10-11,107.0
2018-10-12,122.0
2018-10-13,64.0
2018-10-14,70.0
2018-10-15,93.0
2018-10-16,95.0
2018-10-17,167.0
2018-10-18,156.0
2018-10-19,184.0
2018-10-20,222.0
2018-10-21,230.0
2018-10-22,219.0
2018-10-23,255.0
2018-10-24,248.0
2018-10-25,217.0
2018-10-26,276.0
2018-10-27,281.0
2018-10-28,209.0
2018-10-29,90.0
2018-10-30,59.0
2018-10-31,53.0
2018-11-01,94.0
2018-11-02,114.0
2018-11-03,125.0
2018-11-04,92.0
2018-11-05,63.0
2018-11-06,82.0
2018-11-07,375.0
2018-11-08,431.0
2018-11-09,350.0
2018-11-10,352.0
2018-11-11,316.0
2018-11-12,297.0
2018-11-13,331.0
2018-11-14,350.0
2018-11-15,346.0
2018-11-16,325.0
2018-11-17,282.0
2018-11-18,322.0
2018-11-19,293.0
2018-11-20,320.0
2018-11-21,335.0
2018-11-22,339.0
2018-11-23,358.0
2018-11-24,357.0
2018-11-25,389.0
2018-11-26,365.0
2018-11-27,291.0
2018-11-28,260.0
2018-11-29,282.0
2018-11-30,274.0
2018-12-01,308.0
2018-12-02,322.0
2018-12-03,332.0
2018-12-04,343.0
2018-12-05,388.0
2018-12-06,384.0
2018-12-07,425.0
2018-12-08,399.0
2018-12-09,418.0
2018-12-10,407.0
2018-12-11,381.0
2018-12-12,351.0
2018-12-13,325.0
2018-12-14,294.0
2018-12-15,291.0
2018-12-16,267.0
2018-12-17,276.0
2018-12-18,183.0
2018-12-19,133.0
2018-12-20,224.0
2018-12-21,340.0
2018-12-22,382.0
2018-12-23,371.0
2018-12-24,347.0
2018-12-25,356.0
2018-12-26,372.0
2018-12-27,390.0
2018-12-28,387.0
2018-12-29,379.0
2018-12-30,370.0
2018-12-31,341.0
2019-01-01,370.0
2019-01-02,351.0
2019-01-03,363.0
2019-01-04,431.0
2019-01-05,391.0
2019-01-06,346.0
2019-01-07,335.0
2019-01-08,335.0
2019-01-09,346.0
2019-01-10,369.0
2019-01-11,369.0
2019-01-12,405.0
2019-01-13,387.0
2019-01-14,408.0
2019-01-15,406.0
2019-01-16,338.0
2019-01-17,349.0
2019-01-18,381.0
2019-01-19,421.0
2019-01-20,407.0
2019-01-21,425.0
2019-01-22,463.0
2019-01-23,475.0
2019-01-24,391.0
2019-01-25,346.0
2019-01-26,299.0
2019-01-27,255.0
2019-01-28,258.0
2019-01-29,233.0
2019-01-30,242.0
2019-01-31,291.0
2019-02-01,331.0
2019-02-02,361.0
2019-02-03,356.0
2019-02-04,335.0
2019-02-05,337.0
2019-02-06,349.0
2019-02-07,350.0
2019-02-08,321.0
2019-02-09,275.0
2019-02-10,178.0
2019-02-11,167.0
2019-02-12,264.0
2019-02-13,288.0
2019-02-14,345.0
2019-02-15,360.0
2019-02-16,307.0
2019-02-17,229.0
2019-02-18,240.0
2019-02-19,295.0
2019-02-20,236.0
2019-02-21,278.0
2019-02-22,247.0
2019-02-23,224.0
2019-02-24,286.0
2019-02-25,205.0
2019-02-26,135.0
2019-02-27,76.0
2019-02-28,75.0
2019-03-01,141.0
2019-03-02,199.0
2019-03-03,256.0
2019-03-04,242.0
2019-03-05,129.0
2019-03-06,144.0
2019-03-07,212.0
2019-03-08,184.0
2019-03-09,200.0
2019-03-10,162.0
2019-03-11,101.0
2019-03-12,189.0
2019-03-13,150.0
2019-03-14,178.0
2019-03-15,207.0
2019-03-16,130.0
2019-03-17,131.0
2019-03-18,119.0
2019-03-19,122.0
2019-03-20,115.0
2019-03-21,144.0
2019-03-22,98.0
2019-03-23,114.0
2019-03-24,192.0
2019-03-25,226.0
2019-03-26,214.0
2019-03-27,141.0
2019-03-28,133.0
2019-03-29,116.0
2019-03-30,96.0
2019-03-31,106.0
2019-04-01,74.0
2019-04-02,69.0
2019-04-03,88.0
2019-04-04,83.0
2019-04-05,79.0
2019-04-06,86.0
2019-04-07,79.0
2019-04-08,77.0
2019-04-09,68.0
2019-04-10,66.0
2019-04-11,60.0
2019-04-12,63.0
2019-04-13,73.0
2019-04-14,67.0
2019-04-15,68.0
2019-04-16,79.0
2019-04-17,119.0
2019-04-18,169.0
2019-04-19,166.0
2019-04-20,135.0
2019-04-21,86.0
2019-04-22,87.0
2019-04-23,87.0
2019-04-24,80.0
2019-04-25,65.0
2019-04-26,66.0
2019-04-27,85.0
2019-04-28,82.0
2019-04-29,78.0
2019-04-30,120.0
2019-05-01,73.0
2019-05-02,36.0
2019-05-03,38.0
2019-05-04,49.0
2019-05-05,86.0
2019-05-06,108.0
2019-05-07,116.0
2019-05-08,122.0
2019-05-09,124.0
2019-05-10,126.0
2019-05-11,117.0
2019-05-12,107.0
2019-05-13,100.0
2019-05-14,84.0
2019-05-15,98.0
2019-05-16,90.0
2019-05-17,93.0
2019-05-18,96.0
2019-05-19,96.0
2019-05-20,92.0
2019-05-21,90.0
2019-05-22,86.0
2019-05-23,82.0
2019-05-24,74.0
2019-05-25,75.0
2019-05-26,66.0
2019-05-27,87.0
2019-05-28,89.0
2019-05-29,86.0
2019-05-30,83.0
2019-05-31,76.0
2019-06-01,76.0
2019-06-02,69.0
2019-06-03,71.0
2019-06-04,72.0
2019-06-05,61.0
2019-06-06,48.0
2019-06-07,49.0
2019-06-08,47.0
2019-06-09,64.0
2019-06-10,80.0
2019-06-11,70.0
2019-06-12,67.0
2019-06-13,94.0
2019-06-14,101.0
2019-06-15,88.0
2019-06-16,79.0
2019-06-17,82.0
2019-06-18,105.0
2019-06-19,95.0
2019-06-20,92.0
2019-06-21,54.0
2019-06-22,46.0
2019-06-23,57.0
2019-06-24,56.0
2019-06-25,61.0
2019-06-26,54.0
2019-06-27,62.0
2019-06-28,73.0
2019-06-29,78.0
2019-06-30,98.0
2019-07-01,71.0
2019-07-02,45.0
2019-07-03,58.0
2019-07-04,68.0
2019-07-05,67.0
2019-07-06,58.0
2019-07-07,52.0
2019-07-08,56.0
2019-07-09,64.0
2019-07-10,60.0
2019-07-11,64.0
2019-07-12,66.0
2019-07-13,69.0
2019-07-14,83.0
2019-07-15,97.0
2019-07-16,97.0
2019-07-17,106.0
2019-07-18,91.0
2019-07-19,53.0
2019-07-20,44.0
2019-07-21,54.0
2019-07-22,50.0
2019-07-23,47.0
2019-07-24,44.0
2019-07-25,60.0
2019-07-26,66.0
2019-07-27,56.0
2019-07-28,43.0
2019-07-29,33.0
2019-07-30,44.0
2019-07-31,54.0
2019-08-01,59.0
2019-08-02,46.0
2019-08-03,64.0
2019-08-04,64.0
2019-08-05,73.0
2019-08-06,65.0
2019-08-07,38.0
2019-08-08,34.0
2019-08-09,43.0
2019-08-10,61.0
2019-08-11,105.0
2019-08-12,68.0
2019-08-13,48.0
2019-08-14,45.0
2019-08-15,56.0
2019-08-16,51.0
2019-08-17,48.0
2019-08-18,46.0
2019-08-19,39.0
2019-08-20,50.0
2019-08-21,58.0
2019-08-22,64.0
2019-08-23,62.0
2019-08-24,55.0
2019-08-25,50.0
2019-08-26,49.0
2019-08-27,43.0
2019-08-28,51.0
2019-08-29,54.0
2019-08-30,47.0
2019-08-31,40.0
2019-09-01,50.0
2019-09-02,53.0
2019-09-03,48.0
2019-09-04,39.0
2019-09-05,34.0
2019-09-06,34.0
2019-09-07,34.0
2019-09-08,36.0
2019-09-09,49.0
2019-09-10,49.0
2019-09-11,50.0
2019-09-12,43.0
2019-09-13,44.0
2019-09-14,59.0
2019-09-15,74.0
2019-09-16,53.0
2019-09-17,45.0
2019-09-18,37.0
2019-09-19,33.0
2019-09-20,54.0
2019-09-21,74.0
2019-09-22,61.0
2019-09-23,44.0
2019-09-24,31.0
2019-09-25,36.0
2019-09-26,46.0
2019-09-27,48.0
2019-09-28,47.0
2019-09-29,44.0
2019-09-30,42.0
2019-10-01,56.0
2019-10-02,86.0
2019-10-03,78.0
2019-10-04,70.0
2019-10-05,72.0
2019-10-06,90.0
2019-10-07,77.0
2019-10-08,78.0
2019-10-09,51.0
2019-10-10,51.0
2019-10-11,95.0
2019-10-12,110.0
2019-10-13,116.0
2019-10-14,148.0
2019-10-15,135.0
2019-10-16,129.0
2019-10-17,94.0
2019-10-18,149.0
2019-10-19,145.0
2019-10-20,118.0
2019-10-21,184.0
2019-10-22,174.0
2019-10-23,181.0
2019-10-24,121.0
2019-10-25,55.0
2019-10-26,54.0
2019-10-27,114.0
2019-10-28,289.0
2019-10-29,265.0
2019-10-30,251.0
2019-10-31,255.0
2019-11-01,249.0
2019-11-02,195.0
2019-11-03,140.0
2019-11-04,133.0
2019-11-05,208.0
2019-11-06,296.0
2019-11-07,236.0
2019-11-08,159.0
2019-11-09,64.0
2019-11-10,53.0
2019-11-11,70.0
2019-11-12,173.0
2019-11-13,240.0
2019-11-14,199.0
2019-11-15,186.0
2019-11-16,187.0
2019-11-17,207.0
2019-11-18,235.0
2019-11-19,246.0
2019-11-20,237.0
2019-11-21,216.0
2019-11-22,197.0
2019-11-23,234.0
2019-11-24,295.0
2019-11-25,278.0
2019-11-26,279.0
2019-11-27,276.0
2019-11-28,211.0
2019-11-29,207.0
2019-11-30,242.0
2019-12-01,247.0
2019-12-02,191.0
2019-12-03,205.0
2019-12-04,241.0
2019-12-05,202.0
2019-12-06,183.0
2019-12-07,163.0
2019-12-08,201.0
2019-12-09,129.0
2019-12-10,151.0
2019-12-11,146.0
2019-12-12,139.0
2019-12-13,193.0
2019-12-14,257.0
2019-12-15,269.0
2019-12-16,159.0
2019-12-17,129.0
2019-12-18,143.0
2019-12-19,145.0
2019-12-20,165.0
2019-12-21,258.0
2019-12-22,253.0
2019-12-23,274.0
2019-12-24,295.0
2019-12-25,274.0
2019-12-26,269.0
2019-12-27,179.0
2019-12-28,251.0
2019-12-29,241.0
2019-12-30,235.0
2019-12-31,289.0
2020-01-01,298.0
2020-01-02,267.0
2020-01-03,201.0
2020-01-04,91.0
2020-01-05,182.0
2020-01-06,217.0
2020-01-07,203.0
2020-01-08,264.0
2020-01-09,200.0
2020-01-10,179.0
2020-01-11,162.0
2020-01-12,194.0
2020-01-13,184.0
2020-01-14,286.0
2020-01-15,338.0
2020-01-16,347.0
2020-01-17,277.0
2020-01-18,219.0
2020-01-19,196.0
2020-01-20,148.0
2020-01-21,172.0
2020-01-22,229.0
2020-01-23,260.0
2020-01-24,248.0
2020-01-25,157.0
2020-01-26,234.0
2020-01-27,254.0
2020-01-28,278.0
2020-01-29,175.0
2020-01-30,102.0
2020-01-31,163.0
2020-02-01,159.0
2020-02-02,174.0
2020-02-03,156.0
2020-02-04,184.0
2020-02-05,222.0
2020-02-06,192.0
2020-02-07,189.0
2020-02-08,217.0
2020-02-09,246.0
2020-02-10,196.0
2020-02-11,241.0
2020-02-12,247.0
2020-02-13,240.0
2020-02-14,254.0
2020-02-15,185.0
2020-02-16,219.0
2020-02-17,228.0
2020-02-18,226.0
2020-02-19,203.0
2020-02-20,157.0
2020-02-21,162.0
2020-02-22,242.0
2020-02-23,233.0
2020-02-24,209.0
2020-02-25,237.0
2020-02-26,116.0
2020-02-27,91.0
2020-02-28,142.0
2020-02-29,167.0
2020-03-01,196.0
2020-03-02,222.0
2020-03-03,194.0
2020-03-04,127.0
2020-03-05,89.0
2020-03-06,90.0
2020-03-07,69.0
2020-03-08,82.0
2020-03-09,128.0
2020-03-10,149.0
2020-03-11,143.0
2020-03-12,120.0
2020-03-13,126.0
2020-03-14,132.0
2020-03-15,92.0
2020-03-16,107.0
2020-03-17,138.0
2020-03-18,156.0
2020-03-19,207.0
2020-03-20,139.0
2020-03-21,117.0
2020-03-22,83.0
2020-03-23,99.0
2020-03-24,88.0
2020-03-25,96.0
2020-03-26,95.0
2020-03-27,106.0
2020-03-28,100.0
2020-03-29,101.0
2020-03-30,107.0
2020-03-31,110.0
2020-04-01,117.0
2020-04-02,100.0
2020-04-03,100.0
2020-04-04,129.0
2020-04-05,112.0
2020-04-06,96.0
2020-04-07,95.0
2020-04-08,82.0
2020-04-09,100.0
2020-04-10,79.0
2020-04-11,62.0
2020-04-12,60.0
2020-04-13,65.0
2020-04-14,56.0
2020-04-15,59.0
2020-04-16,68.0
2020-04-17,62.0
2020-04-18,48.0
2020-04-19,67.0
2020-04-20,45.0
2020-04-21,56.0
2020-04-22,56.0
2020-04-23,41.0
2020-04-24,44.0
2020-04-25,59.0
2020-04-26,59.0
2020-04-27,44.0
2020-04-28,45.0
2020-04-29,51.0
2020-04-30,54.0
2020-05-01,51.0
2020-05-02,49.0
2020-05-03,57.0
2020-05-04,50.0
2020-05-05,50.0
2020-05-06,61.0
2020-05-07,59.0
2020-05-08,64.0
2020-05-09,73.0
2020-05-10,63.0
2020-05-11,75.0
2020-05-12,97.0
2020-05-13,71.0
2020-05-14,52.0
2020-05-15,44.0
2020-05-16,44.0
2020-05-17,50.0
2020-05-18,38.0
2020-05-19,32.0
2020-05-20,39.0
2020-05-21,37.0
2020-05-22,47.0
2020-05-23,50.0
2020-05-24,49.0
2020-05-25,48.0
2020-05-26,46.0
2020-05-27,43.0
2020-05-28,47.0
2020-05-29,55.0
2020-05-30,52.0
2020-05-31,55.0
2020-06-01,45.0
2020-06-02,51.0
2020-06-03,63.0
2020-06-04,52.0
2020-06-05,46.0
2020-06-06,59.0
2020-06-07,67.0
2020-06-08,59.0
2020-06-09,54.0
2020-06-10,40.0
2020-06-11,32.0
2020-06-12,38.0
2020-06-13,38.0
2020-06-14,32.0
2020-06-15,34.0
2020-06-16,47.0
2020-06-17,50.0
2020-06-18,47.0
2020-06-19,50.0
2020-06-20,45.0
2020-06-21,37.0
2020-06-22,42.0
2020-06-23,45.0
2020-06-24,52.0
2020-06-25,52.0
2020-06-26,42.0
2020-06-27,37.0
2020-06-28,43.0
2020-06-29,48.0
2020-06-30,47.0
2020-07-01,45.0
